,resort_name,country,province,rating,lowest_point,highest_point,blue_runs,red_runs,black_runs,ski_lifts,price
162, Pyhä ,Finland,Northern Finland,3.7,220 m,500 m,5 km,4.4 km,2 km,7 ski lifts,€ 46.50
163, Flachauwinkl/​Kleinarl (Shuttleberg) ,Austria,Salzburg (Salzburger Land),3.7,1000 m,1980 m,19 km,7 km,2 km,10 ski lifts,"€ 58,-"
164, Val Senales Glacier (Schnalstaler Gletscher) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,2011 m,3212 m,10 km,18 km,14 km,11 ski lifts,"€ 46,-"
165, Lindvallen/​Högfjället (Sälen) ,Sweden,Northern Sweden (Norrland),3.7,579 m,887 m,22 km,17 km,3 km,49 ski lifts,"Skr 475,- / approx. € 46,-"
166, Loser – Altaussee ,Austria,Styria (Steiermark),3.7,850 m,1800 m,21 km,12 km,1 km,8 ski lifts,"€ 44,-"
167, Ladurns ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,1140 m,2030 m,6.3 km,8.4 km,1.2 km,3 ski lifts,"€ 40,-"
168, Schilthorn – Mürren/​Lauterbrunnen ,Switzerland,Espace Mittelland,3.7,796 m,2970 m,19 km,23 km,12 km,16 ski lifts,"SFr. 69,- / approx. € 65,-"
169, Grimentz/​Zinal ,Switzerland,Lemanic Region,3.7,1570 m,2900 m,26.5 km,58.6 km,29.9 km,21 ski lifts,"SFr. 64,- / approx. € 60,-"
170, Sierra Nevada – Pradollano ,Spain,Andalusia (Andalucía),3.7,2100 m,3282 m,50 km,49 km,7.8 km,17 ski lifts,"€ 52,-"
171, Hovden ,Norway,Aust-Agder,3.7,822 m,1183 m,19.1 km,13.2 km,2.1 km,8 ski lifts,"NOK 520,- / approx. € 47,-"
172, See ,Austria,Tyrol (Tirol),3.7,1040 m,2456 m,8 km,25 km,8 km,7 ski lifts,"€ 44,-"
173, Hochoetz – Oetz ,Austria,Tyrol (Tirol),3.7,1410 m,2272 m,12 km,21.5 km,4 km,13 ski lifts,"€ 43,-"
174, Gargellen ,Austria,Vorarlberg,3.7,1423 m,2300 m,20.8 km,5.3 km,2 km,8 ski lifts,"€ 51,-"
175, Grosseck/​Speiereck – Mauterndorf/​St. Michael ,Austria,Salzburg (Salzburger Land),3.7,1095 m,2400 m,26 km,17 km,7 km,10 ski lifts,"€ 45,-"
176, Sulden am Ortler (Solda all'Ortles) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,1900 m,3250 m,17 km,13 km,14 km,10 ski lifts,"€ 46,-"
177, Crans-Montana ,Switzerland,Lemanic Region,3.7,1510 m,2927 m,55 km,70 km,15 km,19 ski lifts,"SFr. 89,- / approx. € 83,-"
178, Diedamskopf – Schoppernau ,Austria,Vorarlberg,3.7,820 m,2060 m,13 km,18 km,9 km,8 ski lifts,"€ 48,-"
179, Bergeralm – Steinach am Brenner ,Austria,Tyrol (Tirol),3.7,1048 m,2180 m,10 km,10 km,9 km,5 ski lifts,€ 42.40
180, Rauriser Hochalmbahnen – Rauris ,Austria,Salzburg (Salzburger Land),3.7,950 m,2175 m,15 km,12.5 km,5 km,10 ski lifts,€ 46.50
181, Sudelfeld – Bayrischzell ,Germany,Bavaria (Bayern),3.7,850 m,1563 m,5 km,23 km,3 km,14 ski lifts,"€ 41,-"
182, Špindlerův Mlýn ,Czech Republic,Liberec Region (Liberecký kraj),3.7,702 m,1235 m,10 km,15.9 km,1.9 km,17 ski lifts,
183, Kaunertal Glacier (Kaunertaler Gletscher) ,Austria,Tyrol (Tirol),3.7,2150 m,3113 m,14.8 km,5.5 km,3 km,6 ski lifts,"€ 49,-"
184, Moelltal Glacier (Mölltaler Gletscher) ,Austria,Carinthia (Kärnten),3.7,2108 m,3122 m,5.2 km,7.2 km,5 km,9 ski lifts,"€ 50,-"
185, Grand Tourmalet/​Pic du Midi – La Mongie/​Barèges ,France,Occitania,3.7,1250 m,2500 m,58 km,35 km,7 km,29 ski lifts,"€ 45,-"
186, Disentis ,Switzerland,Eastern Switzerland,3.7,1227 m,2833 m,20 km,30 km,10 km,12 ski lifts,"SFr. 62,- / approx. € 58,-"
187, Pal/​Arinsal – La Massana (Vallnord) ,Andorra,None,3.7,1550 m,2560 m,31 km,24 km,8 km,23 ski lifts,"€ 41,-"
188, Hörnerbahn – Bolsterlang ,Germany,Bavaria (Bayern),3.7,894 m,1665 m,8 km,7 km,2 km,5 ski lifts,"€ 43,-"
189, Schwemmalm ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,1505 m,2625 m,6.3 km,11.7 km,2.5 km,6 ski lifts,€ 43.50
190, Isola 2000 ,France,Provence-Alpes-Côte d’Azur,3.7,1800 m,2603 m,75 km,35 km,10 km,20 ski lifts,"€ 35,-"
191, Pejo ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,1400 m,3000 m,5 km,12.8 km,2.2 km,7 ski lifts,"€ 38,-"
192, Les Houches/​Saint-Gervais – Prarion/​Bellevue (Chamonix) ,France,Auvergne-Rhône-Alpes,3.7,1000 m,1900 m,25 km,25 km,5 km,15 ski lifts,"€ 45,-"
193, Gerlitzen ,Austria,Carinthia (Kärnten),3.7,1000 m,1911 m,13 km,29 km,3 km,15 ski lifts,€ 48.50
194, Meran 2000 ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.7,1609 m,2350 m,12 km,25 km,3 km,7 ski lifts,"€ 45,-"
195, Kappl ,Austria,Tyrol (Tirol),3.7,1180 m,2690 m,10 km,25 km,5 km,6 ski lifts,"€ 44,-"
196, Brévent/​Flégère (Chamonix) ,France,Auvergne-Rhône-Alpes,3.7,1030 m,2525 m,11 km,25 km,20 km,17 ski lifts,"€ 55,-"
197, Berwang/​Bichlbach/​Rinnen ,Austria,Tyrol (Tirol),3.7,1067 m,1743 m,24.5 km,10 km,1.5 km,13 ski lifts,€ 48.50
198, Dévoluy – Superdévoluy/​La Joue du Loup ,France,Provence-Alpes-Côte d’Azur,3.6,1500 m,2500 m,55 km,35 km,10 km,21 ski lifts,€ 37.50
199, Skeikampen – Gausdal ,Norway,Oppland,3.6,774 m,1123 m,8 km,11 km,2 km,9 ski lifts,"NOK 400,- / approx. € 36,-"
200, Hochficht ,Austria,Upper Austria (Oberösterreich),3.6,866 m,1338 m,9 km,10 km,1 km,6 ski lifts,"€ 42,-"
201, Grossglockner Heiligenblut ,Austria,Carinthia (Kärnten),3.6,1301 m,2989 m,20 km,34 km,1 km,12 ski lifts,"€ 47,-"
202, Zettersfeld – Lienz ,Austria,Tyrol (Tirol),3.6,1660 m,2278 m,7.9 km,11.5 km,1.6 km,6 ski lifts,"€ 50,-"
203, Bardonecchia ,Italy,Piedmont (Piemonte),3.6,1312 m,2800 m,54 km,38 km,8 km,17 ski lifts,"€ 38,-"
204, Chamrousse ,France,Auvergne-Rhône-Alpes,3.6,1400 m,2250 m,45 km,35 km,10 km,15 ski lifts,"€ 36,-"
205, Orcières Merlette 1850 ,France,Provence-Alpes-Côte d’Azur,3.6,1850 m,2725 m,55 km,38 km,7 km,28 ski lifts,"€ 37,-"
206, Les Orres ,France,Provence-Alpes-Côte d’Azur,3.6,1550 m,2720 m,30 km,60 km,10 km,17 ski lifts,"€ 38,-"
207, Cerler ,Spain,Aragon,3.6,1505 m,2630 m,37 km,29 km,15 km,13 ski lifts,€ 45.50
208, Oberjoch (Bad Hindelang) – Iseler ,Germany,Bavaria (Bayern),3.6,1130 m,1559 m,6 km,24 km,2 km,5 ski lifts,"€ 42,-"
209, Savognin ,Switzerland,Eastern Switzerland,3.6,1200 m,2713 m,32 km,38 km,3 km,12 ski lifts,"SFr. 61,- / approx. € 57,-"
210, Auron (Saint-Etienne-de-Tinée) ,France,Provence-Alpes-Côte d’Azur,3.6,1600 m,2450 m,60 km,45 km,30 km,16 ski lifts,"€ 35,-"
211, Pfelders (Moos in Passeier) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.6,1601 m,2502 m,5 km,9 km,4 km,4 ski lifts,"€ 38,-"
212, Rosshütte – Seefeld ,Austria,Tyrol (Tirol),3.6,1230 m,2064 m,11.4 km,5.9 km,1 km,11 ski lifts,"€ 48,-"
213, Rosskopf (Monte Cavallo) – Sterzing (Vipiteno) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.6,948 m,2120 m,6 km,13 km,1 km,3 ski lifts,"€ 45,-"
214, Vemdalsskalet ,Sweden,Northern Sweden (Norrland),3.6,592 m,946 m,5 km,8 km,5 km,10 ski lifts,"Skr 475,- / approx. € 46,-"
215, Brauneck – Lenggries/​Wegscheid ,Germany,Bavaria (Bayern),3.6,700 m,1712 m,8 km,22 km,4 km,15 ski lifts,"€ 41,-"
216, Rosa Khutor ,Southern Russia,Krasnodar,3.6,940 m,2320 m,62 km,24 km,16 km,26 ski lifts,"RUB 3900,- / approx. € 42,-"
217, Szczyrk Mountain Resort ,Poland,Silesia (Województwo śląskie),3.6,524 m,1257 m,22.4 km,9.8 km,4.4 km,9 ski lifts,
218, Gemsstock – Andermatt ,Switzerland,Central Switzerland,3.6,1444 m,2961 m,0 km,14 km,17 km,4 ski lifts,
219, Diavolezza/​Lagalb ,Switzerland,Eastern Switzerland,3.6,2091 m,3006 m,0 km,27 km,8 km,4 ski lifts,
220, Alto Sangro – Roccaraso/​Rivisondoli ,Italy,Abruzzo,3.6,1309 m,2141 m,37 km,32.6 km,20.9 km,24 ski lifts,"€ 44,-"
221, Mondolè Ski – Artesina/​Frabosa Soprana/​Prato Nevoso ,Italy,Piedmont (Piemonte),3.5,807 m,2085 m,42.7 km,51 km,11.6 km,24 ski lifts,"€ 35,-"
222, Venet – Landeck/​Zams/​Fliess ,Austria,Tyrol (Tirol),3.5,780 m,2212 m,6 km,15 km,1 km,7 ski lifts,€ 40.50
223, Splügen – Tambo ,Switzerland,Eastern Switzerland,3.5,1484 m,2215 m,12 km,11 km,7 km,5 ski lifts,"SFr. 52,- / approx. € 49,-"
224, Vent ,Austria,Tyrol (Tirol),3.5,1900 m,2646 m,5 km,10 km,0 km,4 ski lifts,"€ 39,-"
225, Malbun ,Liechtenstein,None,3.5,1600 m,2000 m,11 km,9 km,3 km,7 ski lifts,"SFr. 49,- / approx. € 46,-"
226, Garmisch-Classic – Garmisch-Partenkirchen ,Germany,Bavaria (Bayern),3.5,740 m,2050 m,12 km,18 km,10 km,17 ski lifts,€ 47.50
227, Grands Montets – Argentière (Chamonix) ,France,Auvergne-Rhône-Alpes,3.5,1252 m,3275 m,6 km,9 km,14 km,8 ski lifts,"€ 55,-"
228, Madrisa (Davos Klosters) ,Switzerland,Eastern Switzerland,3.5,1142 m,2611 m,5.9 km,23.6 km,18 km,7 ski lifts,"SFr. 62,- / approx. € 58,-"
229, Arcalís – Ordino (Vallnord) ,Andorra,None,3.5,1940 m,2625 m,13 km,14 km,3 km,15 ski lifts,€ 39.50
230, Bellwald ,Switzerland,Lemanic Region,3.5,1600 m,2558 m,9 km,21 km,6 km,5 ski lifts,"SFr. 51,- / approx. € 48,-"
231, Feldberg – Seebuck/​Grafenmatt/​Fahl ,Germany,Baden-Württemberg,3.5,888 m,1448 m,7 km,14 km,5 km,14 ski lifts,"€ 43,-"
232, Sportgastein ,Austria,Salzburg (Salzburger Land),3.5,1585 m,2650 m,3.5 km,13.2 km,1.5 km,3 ski lifts,€ 58.50
233, Gaustablikk – Rjukan ,Norway,Telemark,3.5,550 m,1250 m,22 km,8 km,4 km,12 ski lifts,"NOK 485,- / approx. € 44,-"
234, Saint-Lary-Soulan ,France,Occitania,3.5,1597 m,2515 m,60 km,30 km,10 km,26 ski lifts,"€ 45,-"
235, Ax 3 Domaines – Ax-les-Thermes ,France,Occitania,3.5,1380 m,2346 m,40 km,25 km,15 km,19 ski lifts,€ 38.50
236, Le Grand Bornand ,France,Auvergne-Rhône-Alpes,3.5,1000 m,2100 m,49 km,29 km,8 km,24 ski lifts,€ 39.30
237, Valfréjus ,France,Auvergne-Rhône-Alpes,3.5,1550 m,2737 m,40 km,20 km,10 km,8 ski lifts,"€ 32,-"
238, Villars/​Gryon/​Les Diablerets ,Switzerland,Lemanic Region,3.5,1224 m,2120 m,43 km,38 km,3 km,25 ski lifts,"SFr. 65,- / approx. € 61,-"
239, Puy-Saint-Vincent ,France,Provence-Alpes-Côte d’Azur,3.5,1407 m,2677 m,28 km,34 km,13 km,12 ski lifts,€ 35.50
240, Weissee Gletscherwelt – Uttendorf ,Austria,Salzburg (Salzburger Land),3.5,1482 m,2600 m,6 km,15 km,2 km,8 ski lifts,"€ 39,-"
241, Tatranská Lomnica ,Slovakia,Prešov (Prešovský kraj),3.5,888 m,2190 m,5.4 km,5.2 km,1.2 km,8 ski lifts,"€ 49,-"
242, Werfenweng ,Austria,Salzburg (Salzburger Land),3.5,902 m,1834 m,13 km,15 km,1 km,9 ski lifts,"€ 44,-"
243, Bormio – Cima Bianca ,Italy,Lombardy,3.5,1225 m,3012 m,14 km,34 km,2 km,11 ski lifts,"€ 44,-"
244, Rifflsee ,Austria,Tyrol (Tirol),3.5,1640 m,2800 m,4 km,10 km,5 km,6 ski lifts,"€ 40,-"
245, Spitzingsee-Tegernsee ,Germany,Bavaria (Bayern),3.5,980 m,1580 m,8.5 km,7.5 km,4 km,10 ski lifts,"€ 37,-"
246, Eggli/​La Videmanette – Gstaad/​Saanen/​Rougemont ,Switzerland,Espace Mittelland,3.5,992 m,2151 m,35.2 km,17.4 km,5.4 km,9 ski lifts,"SFr. 74,- / approx. € 69,-"
247, Belalp – Blatten ,Switzerland,Lemanic Region,3.5,1322 m,3118 m,20 km,20 km,20 km,11 ski lifts,"SFr. 58,- / approx. € 54,-"
248, Les Portes du Mont-Blanc – Combloux/​Megève le Jaillet/​La Giettaz ,France,Auvergne-Rhône-Alpes,3.5,1113 m,1835 m,28 km,50 km,7 km,23 ski lifts,€ 37.50
249, Walmendingerhorn/​Heuberg – Mittelberg/​Hirschegg ,Austria,Vorarlberg,3.4,1070 m,1946 m,19.5 km,11.9 km,2.3 km,14 ski lifts,"€ 51,-"
250, Lavarone ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.4,1174 m,1600 m,22.4 km,6 km,2 km,8 ski lifts,"€ 37,-"
251, Muttereralm – Mutters/​Götzens ,Austria,Tyrol (Tirol),3.4,920 m,1800 m,7 km,8 km,1 km,4 ski lifts,"€ 37,-"
252, Grächen ,Switzerland,Lemanic Region,3.4,1619 m,2864 m,9 km,33 km,2 km,11 ski lifts,"SFr. 56,- / approx. € 52,-"
253, Wurzeralm – Spital am Pyhrn ,Austria,Upper Austria (Oberösterreich),3.4,810 m,1870 m,10 km,10 km,2 km,7 ski lifts,"€ 44,-"
254, Piau-Engaly ,France,Occitania,3.4,1408 m,2528 m,35 km,22 km,8 km,11 ski lifts,€ 38.50
255, Alpika Service ,Southern Russia,Krasnodar,3.4,535 m,2228 m,10 km,10 km,5 km,6 ski lifts,"RUB 2900,- / approx. € 31,-"
256, Anzère ,Switzerland,Lemanic Region,3.4,1500 m,2420 m,12 km,37 km,9 km,10 ski lifts,"SFr. 58,- / approx. € 54,-"
257, Valberg/​Beuil les Launes ,France,Provence-Alpes-Côte d’Azur,3.4,1412 m,2020 m,45 km,35 km,10 km,23 ski lifts,€ 33.20
258, Aprica ,Italy,Lombardy,3.4,1162 m,2270 m,28.3 km,14 km,7.7 km,11 ski lifts,"€ 42,-"
259, Kopaonik ,Serbia,Serbia-South,3.4,1057 m,2017 m,30 km,19 km,6 km,23 ski lifts,"RSD 3900,- / approx. € 33,-"
260, La Norma ,France,Auvergne-Rhône-Alpes,3.4,1350 m,2750 m,17 km,43 km,5 km,12 ski lifts,"€ 32,-"
261, Oslo Vinterpark – Tryvann ,Norway,Oslo,3.3,150 m,531 m,5 km,2.6 km,2 km,9 ski lifts,"NOK 450,- / approx. € 40,-"
262, Hahnenkamm – Höfen/​Reutte ,Austria,Tyrol (Tirol),3.3,854 m,1900 m,5 km,9 km,2 km,5 ski lifts,€ 38.50
263, Balderschwang – Hochschelpen/​Riedberger Horn ,Germany,Bavaria (Bayern),3.3,1000 m,1500 m,15.2 km,13.8 km,5 km,13 ski lifts,"€ 34,-"
264, Rinerhorn (Davos Klosters) ,Switzerland,Eastern Switzerland,3.3,1454 m,2490 m,15.6 km,23.1 km,12.8 km,7 ski lifts,"SFr. 58,- / approx. € 54,-"
265, Donovaly (Park Snow) ,Slovakia,Banská Bystrica (Banskobystrický kraj),3.3,914 m,1361 m,5 km,5.9 km,0.1 km,16 ski lifts,"€ 32,-"
266, Nebelhorn – Oberstdorf ,Germany,Bavaria (Bayern),3.3,828 m,2224 m,2.8 km,5.1 km,4 km,6 ski lifts,"€ 51,-"
267, Ankogel – Mallnitz ,Austria,Carinthia (Kärnten),3.3,1266 m,2636 m,2.8 km,5 km,5 km,5 ski lifts,"€ 50,-"
268, Fanningberg ,Austria,Salzburg (Salzburger Land),3.3,1497 m,2115 m,11.1 km,5.8 km,7.1 km,5 ski lifts,"€ 45,-"
269, Peyragudes ,France,Occitania,3.3,1600 m,2400 m,30 km,26 km,4 km,16 ski lifts,€ 41.50
270, Bukovel ,Ukraine,Ivano-Frankivsk,3.3,859 m,1372 m,29 km,28 km,11 km,16 ski lifts,"UAH 1450,- / approx. € 44,-"
271, Pila ,Italy,Aosta Valley (Valle d'Aosta),3.3,1540 m,2740 m,8.3 km,35.5 km,6.5 km,12 ski lifts,"€ 46,-"
272, Aussois ,France,Auvergne-Rhône-Alpes,3.3,1500 m,2750 m,30 km,22 km,3 km,7 ski lifts,"€ 32,-"
273, Bürchen/​Törbel – Moosalp ,Switzerland,Lemanic Region,3.3,1480 m,2550 m,5 km,15 km,5 km,9 ski lifts,"SFr. 49,- / approx. € 46,-"
274, Laterns – Gapfohl ,Austria,Vorarlberg,3.3,1040 m,1785 m,8 km,15 km,4 km,5 ski lifts,"€ 39,-"
275, Białka Tatrzańska – Kotelnica/​Kaniówka/​Bania ,Poland,Lesser Poland (Województwo małopolskie),3.3,680 m,910 m,14.4 km,3.9 km,0 km,19 ski lifts,"PLN 110,- / approx. € 24,-"
276, Nesselwang – Alpspitze (Alpspitzbahn) ,Germany,Bavaria (Bayern),3.3,900 m,1463 m,6 km,2 km,0 km,8 ski lifts,€ 34.50
277, Gålå ,Norway,Oppland,3.3,800 m,1148 m,13 km,5 km,1 km,7 ski lifts,"NOK 400,- / approx. € 36,-"
278, Luz Ardiden ,France,Occitania,3.3,1680 m,2500 m,25 km,30 km,5 km,7 ski lifts,"€ 35,-"
279, Riserva Bianca – Limone Piemonte ,Italy,Piedmont (Piemonte),3.3,1046 m,2060 m,7 km,28 km,17 km,14 ski lifts,"€ 35,-"
280, Arêches (Beaufort) ,France,Auvergne-Rhône-Alpes,3.3,1080 m,2300 m,15 km,20 km,15 km,12 ski lifts,"€ 32,-"
281, Cimone – Montecreto/​Sestola/​Le Polle ,Italy,Emilia-Romagna,3.3,900 m,1976 m,15 km,25 km,10 km,13 ski lifts,"€ 38,-"
282, Font-Romeu/​Bolquère Pyrénées 2000 ,France,Occitania,3.3,1650 m,2213 m,30 km,19 km,9 km,21 ski lifts,€ 40.50
283, Melchsee-Frutt (Kerns) ,Switzerland,Central Switzerland,3.3,1080 m,2225 m,20 km,6 km,10 km,11 ski lifts,"SFr. 55,- / approx. € 51,-"
284, Sainte-Foy-Tarentaise ,France,Auvergne-Rhône-Alpes,3.3,1550 m,2620 m,10 km,27 km,6 km,4 ski lifts,€ 32.70
285, Sörenberg – Rothorn/​Dorf ,Switzerland,Central Switzerland,3.3,1100 m,2350 m,30 km,15 km,15 km,17 ski lifts,"SFr. 54,- / approx. € 51,-"
286, Hoch-Ybrig – Unteriberg/​Oberiberg ,Switzerland,Central Switzerland,3.3,1040 m,1831 m,15 km,30 km,5 km,12 ski lifts,"SFr. 55,- / approx. € 51,-"
287, Zuoz – Pizzet/​Albanas ,Switzerland,Eastern Switzerland,3.3,1720 m,2465 m,9 km,3 km,3 km,5 ski lifts,"SFr. 38.10 / approx. € 36,-"
288, Mitterdorf (Almberg) – Mitterfirmiansreut ,Germany,Bavaria (Bayern),3.3,841 m,1139 m,2.5 km,1.9 km,0.6 km,6 ski lifts,"€ 29,-"
289, Buchensteinwand (Pillersee) – St. Ulrich am Pillersee/​St. Jakob in Haus/​Hochfilzen ,Austria,Tyrol (Tirol),3.3,855 m,1456 m,8 km,10.2 km,2.9 km,9 ski lifts,"€ 40,-"
290, Alpenpark Neuss (indoor ski area) ,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),3.3,60 m,110 m,0.3 km,0.1 km,0 km,3 ski lifts,"€ 45,-"
291, Monte Popolo – Eben im Pongau ,Austria,Salzburg (Salzburger Land),3.3,862 m,1612 m,4 km,2 km,0 km,4 ski lifts,"€ 41,-"
292, Feuerkogel – Ebensee ,Austria,Upper Austria (Oberösterreich),3.3,443 m,1625 m,4 km,5 km,1 km,8 ski lifts,€ 39.90
293, Söllereck – Oberstdorf ,Germany,Bavaria (Bayern),3.3,820 m,1450 m,7.2 km,6.2 km,0 km,5 ski lifts,€ 41.50
294, Jungholz ,Austria,Tyrol (Tirol),3.3,1058 m,1500 m,7 km,3 km,0 km,7 ski lifts,€ 33.50
295, Goldeck – Spittal an der Drau ,Austria,Carinthia (Kärnten),3.3,547 m,2142 m,8 km,8.5 km,8.5 km,5 ski lifts,"€ 43,-"
296, Betelberg – Lenk ,Switzerland,Espace Mittelland,3.3,1075 m,2001 m,21.7 km,19.4 km,0.9 km,10 ski lifts,"SFr. 57,- / approx. € 53,-"
297, Saint Luc/​Chandolin (Anniviers) ,Switzerland,Lemanic Region,3.2,1655 m,3025 m,20 km,30 km,10 km,12 ski lifts,"SFr. 58,- / approx. € 54,-"
298, Courmayeur – Chécrouit/​Val Veny ,Italy,Aosta Valley (Valle d'Aosta),3.2,1205 m,2755 m,16 km,21.5 km,4 km,17 ski lifts,"€ 50,-"
299, Les Karellis ,France,Auvergne-Rhône-Alpes,3.2,1600 m,2520 m,26 km,25 km,9 km,16 ski lifts,€ 29.50
300, Gourette (Eaux Bonnes) ,France,New Aquitaine (Nouvelle-Aquitaine),3.2,1350 m,2450 m,18 km,13 km,4 km,9 ski lifts,€ 37.50
301, Kolašin 1450/​Kolašin 1600 ,Montenegro,None,3.2,1420 m,2035 m,20 km,20 km,5 km,8 ski lifts,"€ 20,-"
302, Chäserrugg – Unterwasser/​Alt St. Johann (Toggenburg) ,Switzerland,Eastern Switzerland,3.2,900 m,2262 m,8 km,40 km,2 km,12 ski lifts,"SFr. 62,- / approx. € 58,-"
303, San Domenico – Alpe Ciamporino ,Italy,Piedmont (Piemonte),3.2,1420 m,2500 m,5.7 km,12.8 km,14.1 km,5 ski lifts,"€ 35,-"
304, St. Jean Montclar ,France,Provence-Alpes-Côte d’Azur,3.2,1350 m,2500 m,25 km,20 km,5 km,14 ski lifts,"€ 29,-"
305, Ochsenkopf ,Germany,Bavaria (Bayern),3.2,659 m,1024 m,2.4 km,2.3 km,0 km,4 ski lifts,"€ 22,-"
306, Glungezer – Tulfes ,Austria,Tyrol (Tirol),3.2,950 m,2304 m,6.5 km,15.5 km,1 km,6 ski lifts,€ 36.50
307, Nordkette – Innsbruck ,Austria,Tyrol (Tirol),3.2,860 m,2256 m,0.5 km,13 km,0.4 km,5 ski lifts,"€ 38,-"
308, SnowWorld Landgraaf (indoor ski area) ,Netherlands,Limburg (Netherlands),3.2,150 m,210 m,0.7 km,0.5 km,0.3 km,4 ski lifts,€ 46.50
309, Gazprom Mountain Resort ,Southern Russia,Krasnodar,3.2,949 m,2256 m,17.3 km,26.3 km,9.2 km,23 ski lifts,"RUB 3900,- / approx. € 42,-"
310, Lipno ,Czech Republic,South Bohemian Region (Jihočeský kraj),3.2,710 m,900 m,10.9 km,2.1 km,0.5 km,4 ski lifts,"CZK 790,- / approx. € 29,-"
311, Gschwandtkopf – Seefeld ,Austria,Tyrol (Tirol),3.2,1200 m,1500 m,4.7 km,0 km,0 km,8 ski lifts,"€ 48,-"
312, Valchiavenna – Madesimo/​Campodolcino ,Italy,Lombardy,3.2,1550 m,2948 m,15 km,19 km,3 km,12 ski lifts,"€ 43,-"
313, Les Angles ,France,Occitania,3.2,1600 m,2376 m,22 km,23 km,10 km,17 ski lifts,€ 40.50
314, Leysin ,Switzerland,Lemanic Region,3.2,1250 m,2205 m,43 km,15 km,2 km,13 ski lifts,"SFr. 55,- / approx. € 51,-"
315, Le Lioran ,France,Auvergne-Rhône-Alpes,3.2,1160 m,1850 m,30 km,20 km,10 km,17 ski lifts,€ 32.90
316, Super Sauze ,France,Provence-Alpes-Côte d’Azur,3.2,1400 m,2450 m,35 km,20 km,10 km,21 ski lifts,"€ 31,-"
317, Voss Resort ,Norway,Western Norway (Vestlandet),3.2,284 m,964 m,25 km,8 km,12 km,11 ski lifts,"NOK 455,- / approx. € 41,-"
318, Charmey ,Switzerland,Espace Mittelland,3.2,876 m,1630 m,9 km,19 km,2 km,5 ski lifts,"SFr. 41,- / approx. € 38,-"
319, Mount Parnassos – Fterolakka/​Kellaria ,Greece,Central Greece,3.2,1600 m,2300 m,18 km,15 km,3 km,17 ski lifts,"€ 30,-"
320, Arkhyz ,North Caucasus,None,3.2,1650 m,2504 m,16.4 km,4.3 km,3.8 km,5 ski lifts,
321, Krasnaya Polyana Resort ,Southern Russia,Krasnodar,3.2,960 m,2172 m,7.5 km,20 km,2.5 km,13 ski lifts,"RUB 2800,- / approx. € 30,-"
322, Keilberg (Klínovec) ,Czech Republic,Ústí nad Labem Region (Ústecký kraj),3.2,763 m,1244 m,17.3 km,10.5 km,3.7 km,16 ski lifts,"CZK 850,- / approx. € 31,-"
323, Santa Caterina Valfurva ,Italy,Lombardy,3.2,1722 m,2880 m,1.4 km,15.5 km,3.6 km,6 ski lifts,"€ 44,-"
324, Oberaudorf – Hocheck ,Germany,Bavaria (Bayern),3.2,476 m,900 m,3 km,4 km,1 km,5 ski lifts,€ 24.90
325, Rangger Köpfl – Oberperfuss ,Austria,Tyrol (Tirol),3.2,820 m,2000 m,7 km,4 km,2 km,5 ski lifts,"€ 33,-"
326, Winterberg (Skiliftkarussell) ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),3.2,630 m,820 m,14 km,12 km,1.5 km,21 ski lifts,"€ 37,-"
327, Zauberberg Semmering ,Austria,Lower Austria (Niederösterreich),3.2,985 m,1350 m,6.5 km,6.5 km,1 km,2 ski lifts,"€ 36,-"
328, Snow Dome Bispingen (indoor ski area) ,Germany,Lower Saxony (Niedersachsen),3.2,82 m,122 m,0.3 km,0 km,0 km,2 ski lifts,"€ 37,-"
329, Oppdal ,Norway,Sør-Trøndelag,3.2,585 m,1300 m,40 km,7 km,9 km,17 ski lifts,"NOK 460,- / approx. € 41,-"
330, Abetone/​Val di Luce ,Italy,Tuscany (Toscana),3.2,1240 m,1892 m,14.2 km,28.6 km,1.3 km,15 ski lifts,"€ 40,-"
331, Grüsch Danusa ,Switzerland,Eastern Switzerland,3.2,600 m,1800 m,6 km,20 km,6 km,6 ski lifts,"SFr. 55,- / approx. € 51,-"
332, Les Marécottes (Salvan) ,Switzerland,Lemanic Region,3.2,1110 m,2220 m,14 km,6 km,5 km,4 ski lifts,"SFr. 44,- / approx. € 41,-"
333, Watles – Malles Venosta (Mals) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),3.2,1750 m,2500 m,4 km,13 km,1 km,3 ski lifts,"€ 46,-"
334, Piani di Bobbio ,Italy,Lombardy,3.2,1340 m,1950 m,15 km,10 km,10 km,8 ski lifts,"€ 36,-"
335, Le Lys – Cauterets ,France,Occitania,3.2,1730 m,2415 m,21 km,12 km,3 km,8 ski lifts,€ 38.50
