"","country","highest_point","blue_runs","red_runs","black_runs","ski_lifts","price","elevation_length"
"1789","Norway",278,8,8,0,1,23,166
"1790","Poland",660,19,9,0,3,13,190
"1791","Germany",684,1,14,0,3,20,184
"1792","Germany",790,4,6,2,5,20,100
"1793","Sweden",374,1,5,0,1,10,98
"1794","Germany",764,6,5,0,1,11,95
"1795","France",1266,15,6,0,3,21,230
"1796","Czech Republic",736,4,11,0,2,18,202
"1797","Czech Republic",771,6,8,0,2,13,96
"1798","Slovakia",556,11,8,0,3,11,125
"1799","Germany",880,4,12,0,2,20,230
"1800","Germany",723,7,5,0,1,12,116
"1801","Sweden",170,18,7,0,2,17,150
"1802","France",1700,8,0,5,3,7,340
"1803","France",1900,1,1,0,4,11,200
"1804","Russia",297,18,1,0,3,27,181
"1805","Austria",900,1,5,0,2,21,175
"1806","Switzerland",1140,12,8,0,2,19,163
"1807","Slovenia",625,2,3,1,2,12,125
"1808","Sweden",166,1,4,0,2,15,110
"1809","France",1430,5,15,0,1,6,140
"1810","Sweden",118,13,5,0,2,14,107
"1811","Norway",215,6,6,0,1,16,139
"1812","France",1380,12,12,0,4,12,180
"1813","Finland",220,15,5,0,1,10,140
"1814","Germany",945,8,4,0,1,18,116
"1815","Sweden",77,8,3,0,1,12,50
"1816","Sweden",168,11,12,0,3,18,108
"1817","Germany",850,12,8,0,1,20,100
"1818","Germany",685,7,5,0,1,15,98
"1819","Sweden",135,8,11,0,2,19,108
"1820","Norway",308,7,4,0,1,18,82
"1821","Norway",1111,9,8,0,1,27,145
"1822","Sweden",145,6,1,0,3,14,125
"1823","Czech Republic",861,9,6,0,2,17,161
"1824","Italy",1420,1,9,0,1,39.5,176
"1825","Czech Republic",1115,15,5,0,3,12,281
"1826","Norway",341,11,5,0,2,22,148
"1827","Czech Republic",870,9,5,0,3,11,220
"1828","Finland",143,1,5,0,2,26,46
"1829","Germany",896,6,8,0,1,12,96
"1830","Poland",580,11,5,0,2,17,65
"1831","Czech Republic",788,15,1,0,2,14,103
"1832","Norway",435,11,14,0,1,27,260
"1833","Austria",1100,7,7,0,1,21.5,120
"1834","Germany",1000,16,12,0,1,23,300
"1835","Poland",720,7,5,0,1,9,80
"1836","Norway",584,8,8,0,1,27,138
"1837","Slovakia",1180,14,1,0,4,22,360
"1838","Czech Republic",712,12,6,0,4,14,99
"1839","Czech Republic",608,6,5,0,2,12,112
"1840","Finland",57,2,5,0,4,30,54
"1841","Sweden",167,13,5,0,2,14,97
"1842","Austria",1200,1,1,0,2,23,170
"1843","Germany",933,15,2,0,1,14,119
"1844","Slovakia",1050,19,1,0,3,13,100
"1845","Finland",163,15,6,0,2,25,74
"1846","Finland",383,15,5,0,1,25,103
"1847","Sweden",288,18,8,0,7,34,109
"1848","Austria",1102,1,3,0,1,19,72
"1849","Sweden",198,11,6,0,2,19,112
"1850","Finland",119,15,5,0,2,28,30
"1851","Germany",580,6,1,0,1,22,130
"1852","Norway",231,11,9,0,1,9,218
"1853","Germany",740,12,6,0,1,13,100
"1854","Norway",807,12,7,0,1,30.6,115
"1855","Austria",740,8,12,0,1,17.56,125
"1856","Italy",1410,2,8,0,1,16.1,90
"1857","Germany",560,1,4,0,1,13.4,120
"1858","France",1707,1,1,0,2,17.56,122
"1859","Northwest Russia",31,7,5,0,3,14.6,22
"1860","Sweden",263,6,4,0,1,12.4,90
"1861","Croatia",1030,8,5,0,2,15,107
"1862","Germany",600,8,5,0,1,13,173
"1863","Slovakia",800,15,5,0,6,16.4,180
"1864","Germany",777,9,5,0,1,13.5,111
"1865","Germany",850,15,3,0,1,18.6,100
"1866","Ukraine",751,2,6,0,2,17,168
"1867","Poland",1120,6,4,0,3,18.6,65
"1868","France",1012,5,13,0,2,15.26,337
"1869","Slovenia",1575,5,6,0,2,24.6,205
"1870","Czech Republic",761,11,4,0,3,13.6,61
"1871","Slovakia",495,4,11,0,5,17.8,193
"1872","Germany",1580,6,5,0,1,19.8,137
"1873","Latvia",100,2,3,3,2,21.4,84
"1874","Austria",1360,5,5,0,1,20.7,100
"1875","Italy",1400,7,5,0,1,24,140
"1876","Sweden",438,15,14,0,1,10.8,160
"1877","Sweden",930,8,19,0,2,25.4,145
"1878","Norway",375,15,12,0,1,27,289
"1879","Romania",1498,13,3,0,1,19.2,218
"1880","Germany",1240,1,8,0,1,16.6,190
"1881","Austria",1320,15,5,0,1,19.46,120
"1882","Germany",1090,6,6,0,1,17.4,140
"1883","Slovakia",1150,1,4,0,3,23.2,125
"1884","Croatia",1020,7,6,0,1,15,190
"1885","Poland",910,9,7,0,1,21,120
"1886","Germany",379,15,6,0,1,12.6,100
"1887","Serbia",1500,0,1,1,1,17.6,270
"1888","Poland",852,8,3,0,2,14.4,147
"1889","Sweden",273,19,8,0,1,12.4,85
"1890","Germany",1020,1,1,0,2,16.4,190
"1891","North Macedonia",1650,6,7,0,2,22,350
"1892","Serbia",940,1,12,0,1,17.6,190
"1893","Germany",810,6,15,0,3,17.2,130
"1894","Germany",416,9,6,0,1,13.64,116
"1895","Poland",1020,8,4,0,2,20.8,126
"1896","Poland",210,1,5,0,4,17.4,60
"1897","Romania",1400,4,1,0,2,19.6,359
"1898","Austria",835,1,5,0,2,18.04,65
"1899","Sweden",697,13,14,0,1,14.4,152
"1900","Sweden",474,6,4,0,1,12.4,94
"1901","Slovenia",720,5,5,0,1,18.2,120
"1902","Latvia",86,9,2,0,4,19.2,21
"1903","Italy",1368,4,6,0,1,22.8,83
"1904","France",1142,15,5,0,3,13.8,232
"1905","Czech Republic",955,6,5,0,1,14.4,95
"1906","Germany",580,8,4,0,2,17.2,70
"1907","Bosnia and Herzegovina",1175,6,5,0,1,11.4,123
"1908","Czech Republic",791,13,6,0,3,14,85
"1909","Slovakia",810,1,12,0,3,15,136
"1910","Slovakia",650,13,1,0,4,19,180
"1911","Germany",927,1,3,0,3,15,77
"1912","Austria",1329,15,1,0,2,26,221
"1913","Czech Republic",860,1,6,0,2,13,148
"1914","Austria",850,5,5,0,2,20.8,110
"1915","Germany",875,9,4,0,3,14,135
"1916","Germany",720,4,6,0,2,18,80
"1917","Czech Republic",745,7,3,0,3,12,132
"1918","Italy",1141,16,5,0,3,15,173
"1919","Czech Republic",1096,8,1,0,3,14,115
"1920","Austria",1000,2,8,0,2,26,236
"1921","Czech Republic",440,3,14,0,4,15,90
"1922","Germany",860,12,4,0,3,20,210
"1923","France",959,15,5,0,5,16.3,124
"1924","Finland",130,7,3,0,3,28,50
"1925","Czech Republic",782,2,8,0,3,16,202
"1926","Germany",1150,1,1,0,2,20,130
"1927","Czech Republic",740,17,1,0,5,16,90
"1928","Czech Republic",726,3,9,0,3,13,80
"1929","Czech Republic",641,9,7,0,2,13,95
"1930","Austria",1200,2,5,0,4,20,300
"1931","Finland",104,1,2,0,3,25,30
"1932","Czech Republic",520,2,7,0,2,11,100
"1933","Germany",1100,15,0,5,3,23,170
"1934","Czech Republic",860,3,9,0,5,11,120
"1935","Germany",621,6,5,0,2,13,98
"1936","Czech Republic",710,15,7,0,3,11.4,210
"1937","France",1276,15,5,0,4,15.8,317
"1938","Czech Republic",460,11,4,0,6,13.2,80
"1939","Czech Republic",396,12,5,0,2,13.8,97
"1940","Germany",630,14,15,0,3,15,115
"1941","Germany",500,6,5,0,2,20,50
"1942","Poland",351,8,5,0,5,16.4,106
"1943","Poland",862,8,2,0,2,20,112
"1944","Norway",257,1,1,0,2,26.2,235
"1945","Germany",897,6,8,0,2,14.2,157
"1946","Poland",210,5,7,0,5,17,55
"1947","Austria",1100,1,1,0,2,20.4,200
"1948","Poland",290,5,5,0,3,17.6,50
"1949","Poland",353,9,4,0,3,17.6,65
"1950","Switzerland",1152,1,4,0,2,17,187
"1951","Serbia",1112,5,5,0,2,5,113
"1952","Germany",510,1,1,0,2,14,60
"1953","Czech Republic",568,13,6,0,4,16,116
"1954","Czech Republic",697,1,5,0,3,14,167
"1955","Germany",1167,14,6,0,2,15,115
"1956","France",1737,4,0,0,2,15,137
"1957","France",1842,3,0,0,3,10.5,136
"1958","Austria",917,8,3,0,2,12,115
"1959","Switzerland",1275,12,3,0,2,15,125
"1960","Switzerland",1863,3,0,0,1,21,139
"1961","France",1550,1,1,0,4,17,200
"1962","France",114,3,1,1,1,22,70
"1963","Switzerland",1093,3,0,0,1,19,153
"1964","Czech Republic",760,6,9,0,5,16,150
"1965","Germany",680,12,8,0,2,20,170
"1966","Czech Republic",502,2,9,0,4,14,80
"1967","Czech Republic",536,3,14,0,3,11,83
"1968","Czech Republic",604,6,4,0,2,16,84
"1969","Germany",772,6,0,0,1,12,102
"1970","Central Russia",186,14,4,0,5,21,46
"1971","Switzerland",1645,3,0,0,2,23,282
"1972","Switzerland",1738,0,3,0,1,33,384
"1973","Germany",600,13,7,0,2,31,60
"1974","Austria",1112,3,0,0,2,20.5,162
"1975","Germany",755,15,14,0,3,17,185
"1976","Switzerland",1309,3,0,0,1,19,311
"1977","Czech Republic",650,8,1,0,2,12,130
"1978","Norway",730,3,0,0,2,27,110
"1979","Germany",850,9,5,0,2,22,135
"1980","Poland",550,5,6,0,2,15,140
"1981","Switzerland",1110,35,0,0,1,26,255
"1982","Czech Republic",576,3,3,5,1,4,76
"1983","Norway",543,0,4,0,2,18,159
"1984","Germany",267,7,3,0,1,14,57
"1985","Germany",791,2,9,0,2,17,131
"1986","Switzerland",940,3,0,0,2,28,220
"1987","Sweden",310,1,5,5,2,17,110
"1988","Czech Republic",801,36,0,0,3,14,101
"1989","Norway",781,14,8,0,2,29,137
"1990","Slovenia",690,6,6,0,2,18.2,120
"1991","Bosnia and Herzegovina",1300,1,1,0,2,11.4,134
"1992","Ukraine",1150,15,15,0,1,17.2,450
"1993","Norway",550,3,0,0,1,29.2,190
"1994","Switzerland",1080,3,0,0,1,22,100
"1995","Ukraine",655,3,16,0,2,20.6,222
"1996","Serbia",1180,8,0,1,3,17.6,369
"1997","Central Russia",230,4,36,0,3,20.2,40
"1998","Central Russia",220,21,7,0,4,17.6,35
"1999","Germany",680,8,2,0,2,15.6,80
"2000","Czech Republic",700,4,3,3,1,14.4,150
"2001","Germany",770,5,4,1,3,16.2,50
"2002","Czech Republic",861,2,12,0,5,15.2,181
"2003","Spain",1832,1,8,0,2,29.2,79
"2004","United Kingdom",720,0,4,0,1,37.8,120
"2005","Greece",1880,16,1,0,3,13.6,270
"2006","Italy",1390,41,0,0,2,20.8,159
"2007","Poland",499,21,5,0,2,16.4,82
"2008","Greece",1847,1,5,0,3,14,247
"2009","Italy",1350,3,0,0,2,26,290
"2010","Germany",810,12,1,0,3,13,110
"2011","Germany",835,1,3,0,3,15,90
"2012","Switzerland",1060,8,2,0,2,19,60
"2013","Austria",900,5,15,0,3,19.2,115
"2014","Germany",954,12,1,0,5,17,164
"2015","Finland",110,3,0,0,8,34,75
"2016","Switzerland",1010,16,2,0,2,9,90
"2017","Austria",1140,15,5,0,3,20,100
"2018","Germany",777,9,6,0,2,15,100
"2019","Germany",496,12,9,0,2,13,126
"2020","Switzerland",1034,3,0,0,3,28,219
"2021","Norway",776,32,0,0,2,27,187
"2022","Volga Federal District",370,12,16,0,3,13,185
"2023","Germany",560,8,3,0,2,12,70
"2024","Germany",770,8,8,0,6,14,70
"2025","Sweden",680,1,5,7,1,21,220
"2026","Italy",1347,4,0,4,1,12,101
"2027","Czech Republic",860,4,5,0,2,16,110
"2028","France",1033,1,5,0,3,13,125
"2029","Germany",630,1,1,0,2,20,170
"2030","Czech Republic",777,12,4,4,4,10,152
"2031","Czech Republic",580,7,6,4,1,9,90
"2032","Italy",1330,1,7,0,1,39.5,118
"2033","Slovakia",920,4,14,4,5,20,251
"2034","Finland",91,1,6,2,4,28,79
"2035","Sweden",175,2,7,0,2,15,145
"2036","Italy",1433,4,3,0,1,19,61
"2037","Sweden",225,6,4,2,2,13,75
"2038","Norway",153,4,3,0,1,9,57
"2039","Germany",495,4,4,0,1,12,86
"2040","Slovenia",675,5,2,0,1,10,50
"2041","Norway",310,2,7,0,2,22,147
"2042","Switzerland",1295,45,0,0,2,23,270
"2043","Germany",1024,5,3,0,1,15,69
"2044","Norway",146,4,4,0,2,25,103
"2045","Slovakia",640,2,5,0,2,14,90
"2046","Norway",306,1,6,0,1,25,156
"2047","Finland",169,4,2,0,1,25,70
"2048","Finland",63,5,3,0,5,32,35
"2049","Germany",620,5,3,0,1,12,70
"2050","Switzerland",882,4,4,0,1,13,93
"2051","Czech Republic",605,2,6,0,2,18,95
"2052","Czech Republic",980,8,2,0,3,12,110
"2053","Austria",810,0,3,4,1,12.5,160
"2054","Sweden",348,5,2,0,2,10,140
"2055","Czech Republic",662,3,6,0,1,13.4,158
"2056","Sweden",340,5,3,0,1,11.6,100
"2057","Sweden",420,5,2,0,1,10.8,90
"2058","Germany",601,4,3,0,1,18.6,50
"2059","Austria",740,5,3,0,1,17.76,85
"2060","Germany",650,4,3,0,1,16.8,70
"2061","Montenegro",1953,1,4,2,2,22.9,468
"2062","Estonia",185,5,3,2,3,23.4,75
"2063","Germany",750,4,3,0,1,14.4,150
"2064","Romania",1167,2,6,0,2,19.6,78
"2065","Finland",175,14,6,5,2,28.6,85
"2066","Czech Republic",800,3,5,0,3,12.2,150
"2067","Ukraine",180,5,3,0,2,15.6,38
"2068","Slovakia",1060,4,12,9,4,16.4,280
"2069","Switzerland",908,4,2,0,1,24,88
"2070","Germany",638,5,3,0,1,14.2,53
"2071","Sweden",364,4,3,0,1,12,67
"2072","Germany",813,5,3,0,1,14.6,79
"2073","Germany",830,6,1,0,1,23.2,100
"2074","Latvia",1,7,1,2,5.8,19.2,-6
"2075","Germany",1040,3,0,0,3,15,130
"2076","Poland",140,15,4,0,6,17,40
"2077","Czech Republic",778,4,3,0,2,9,75
"2078","Germany",540,1,7,0,2,12,180
"2079","United Kingdom",285,5,2,0,3,37.2,43
"2080","Czech Republic",629,1,6,0,2,15.8,100
"2081","Poland",191,5,4,0,3,17.4,51
"2082","Austria",735,1,6,0,2,17.56,98
"2083","Slovakia",1068,0,1,0,2,15,433
"2084","Switzerland",935,1,0,0,1,19,85
"2085","Germany",500,1,0,0,1,5,55
"2086","Finland",156,1,0,0,2,25,56
"2087","Slovakia",1200,1,0,0,2,39,200
"2088","Austria",814,12,0,0,1,15,92
"2089","Germany",552,1,0,0,1,18,136
"2090","Norway",314,27,0,0,2,33,276
"2091","Norway",793,1,1,2,2,33,293
"2092","Switzerland",1578,2,0,0,3,27,371
"2093","Norway",848,12,0,0,1,22,100
"2094","Switzerland",1550,2,0,0,2,30,100
"2095","Italy",1304,1,0,0,1,20,125
"2096","Switzerland",1091,1,0,0,1,22,91
"2097","Norway",641,16,0,0,1,31,260
"2098","Czech Republic",835,13,0,0,1,18,99
"2099","Italy",1679,15,0,0,1,21,235
"2100","Austria",781,0,11,0,1,16,118
"2101","Switzerland",1447,1,0,0,1,23,252
"2102","Switzerland",1439,1,0,0,1,14,158
"2103","France",1648,1,0,0,2,29.8,48
"2104","Slovenia",587,0,17,0,1,17.5,155
"2105","Austria",1000,12,0,0,2,34,45
"2106","Czech Republic",614,19,0,0,3,15,101
"2107","Czech Republic",454,5,4,0,4,13,60
"2108","Czech Republic",670,2,5,0,2,14,110
"2109","Germany",1250,18,0,0,1,22,225
"2110","Austria",910,1,0,0,1,16,80
"2111","Finland",50,15,0,0,1,34,31
"2112","Germany",705,1,0,0,3,16,57
"2113","Finland",151,1,0,0,2,26,36
"2114","Switzerland",1183,1,0,0,1,26,178
"2115","Slovakia",981,4,5,0,3,15,101
"2116","Poland",805,1,1,2,4,23,335
"2117","Czech Republic",1090,11,0,0,6,13,50
"2118","Ukraine",891,12,0,0,1,11,79
"2119","Czech Republic",967,12,0,0,1,7,93
"2120","Czech Republic",602,1,0,0,2,15,86
"2121","Switzerland",1600,1,0,0,1,14,50
"2122","Germany",964,2,0,0,1,18,144
"2123","Austria",1390,1,0,0,1,5,134
"2124","Finland",137,12,0,0,2,19,38
"2125","Switzerland",1540,2,0,0,2,31,169
"2126","Slovakia",570,4,2,0,2,18,100
"2127","Sweden",182,15,0,0,2,17,94
"2128","Sweden",280,12,0,0,1,12,80
"2129","Italy",1553,2,0,0,1,12,85
"2130","Switzerland",1084,1,0,0,1,23,62
"2131","Czech Republic",763,11,0,0,2,15,90
"2132","Austria",1250,25,0,0,1,19.8,180
"2133","Switzerland",1485,12,0,0,1,17,106
"2134","Germany",880,12,0,0,2,10,90
"2135","Germany",535,12,0,0,1,9,102
"2136","Sweden",228,22,0,0,1,14,114
"2137","Italy",1489,2,0,0,1,27,362
"2138","Norway",1036,12,0,0,1,18,202
"2139","Switzerland",1185,2,0,0,1,19,170
"2140","Germany",1018,1,0,0,2,8,71
"2141","Austria",900,1,0,0,1,14,130
"2142","Norway",1056,1,0,0,1,30,56
"2143","Italy",1474,1,0,0,1,16,93
"2144","Czech Republic",752,12,0,0,3,12,170
"2145","Switzerland",575,1,0,0,1,17,75
"2146","France",1175,1,0,0,1,7,90
"2147","Germany",642,1,0,0,3,22,72
"2148","Switzerland",1250,1,0,0,1,20,70
"2149","Switzerland",1030,1,0,0,1,24,60
"2150","Czech Republic",580,6,7,0,5,18,95
"2151","Slovakia",800,14,0,0,2,16,300
"2152","Czech Republic",1078,14,0,0,2,14,47
"2153","Switzerland",1220,1,0,0,1,17,40
"2154","Germany",1045,1,0,0,2,18,54
"2155","Germany",786,13,0,0,3,22,190
"2156","Czech Republic",730,14,0,0,1,10,100
"2157","Czech Republic",605,11,0,0,3,15,75
"2158","France",1195,15,0,0,2,9.5,85
"2159","Switzerland",1400,22,0,0,1,69,160
"2160","Germany",883,1,0,0,1,22,143
"2161","Austria",1500,15,0,0,1,23,250
"2162","Germany",630,2,0,0,1,18,80
"2163","Germany",1014,1,0,0,2,22,99
"2164","France",1510,2,0,0,3,12,255
"2165","Germany",820,1,0,0,1,12.5,107
"2166","Germany",682,12,0,0,2,12,118
"2167","Austria",1140,2,0,0,3,23,200
"2168","Switzerland",682,1,0,0,1,17,169
"2169","Norway",355,1,0,0,1,22,150
"2170","Italy",1747,1,0,0,1,13,74
"2171","Sweden",222,16,0,0,2,14,115
"2172","Italy",1484,11,0,0,1,15,98
"2173","Sweden",160,16,0,0,2,13,47
"2174","Norway",2200,2,0,0,1,36,350
"2175","Germany",745,15,0,0,2,12,165
"2176","Switzerland",1349,2,0,0,2,23,257
"2177","Austria",1593,2,0,0,1,18,243
"2178","Austria",1207,0,18,0,1,19,266
"2179","Italy",1498,11,0,0,1,18,246
"2180","Austria",1214,1,0,0,2,30.5,47
"2181","Sweden",495,15,0,0,1,10,90
"2182","Hungary",510,0,11,0,1,7,130
"2183","Germany",548,11,0,0,1,20,60
"2184","Bulgaria",1680,0,16,0,1,22.2,360
"2185","Austria",940,1,0,0,1,25.2,65
"2186","Iceland",190,13,0,0,1,22.6,160
"2187","Austria",800,1,0,0,1,18.04,150
"2188","Poland",660,18,0,0,3,19.6,95
"2189","France",1300,15,0,0,1,16.9,200
"2190","Netherlands",15,2,2,2,6,40.7,12
"2191","Romania",993,13,0,0,1,23.6,81
"2192","Austria",460,1,0,0,1,25.4,70
"2193","France",1211,2,0,0,3,13.2,167
"2194","Norway",975,11,0,0,1,29,104
"2195","Ukraine",635,14,0,0,1,20.6,95
"2196","Norway",940,1,0,0,1,29,90
"2197","Czech Republic",750,19,0,0,1,12.6,103
"2198","France",1650,11,0,0,2,17.36,105
"2199","Switzerland",1750,1,0,0,1,27.4,42
"2200","Switzerland",1250,1,0,0,1,23.2,150
"2201","Sweden",241,0,15,0,1,22,91
"2202","Norway",395,13,0,0,1,26.4,130
"2203","Austria",1102,1,0,0,1,26.1,180
"2204","Germany",867,1,0,0,1,13.8,91
"2205","Montenegro",1530,9.2,16.4,1.4,2,21.8,160
"2206","Poland",445,11,0,0,3,17.6,60
"2207","Austria",1050,1,0,0,1,26.1,86
"2208","Norway",907,1,0,0,1,29,104
"2209","Austria",1233,2,0,0,1,26.2,183
"2210","Poland",780,1,5,0,2,20.4,90
"2211","Austria",703,1,0,0,1,25.4,77
"2212","Poland",110,3,2,2,1,17.4,20
"2213","Austria",1490,1,0,0,1,22.18,40
"2214","Austria",1410,1,0,0,1,17.9,200
"2215","Austria",670,1,0,0,1,25.2,50
"2216","Croatia",693,15,0,0,1,17,53
"2217","Germany",880,1,0,0,1,14.6,80
"2218","Northwest Russia",83,2,2,3,4,15.2,23
"2219","Austria",600,0,1,0,1,21.4,70
"2220","Slovakia",805,1,0,0,2,14.6,85
"2221","Italy",1840,15,0,0,1,17.2,71
"2222","Germany",942,12,0,0,1,18.8,162
"2223","Austria",509,5,4,0,2,17.56,74
"2224","Czech Republic",777,0,14,0,2,14.4,195
"2225","Austria",2000,0,2,0,1,28.6,287
"2226","Austria",795,1,0,0,2,18.04,101
"2227","Germany",830,1,0,0,1,16,120
"2228","Austria",1130,1,0,0,2,26.1,230
"2229","Czech Republic",1217,0,15,0,1,18.4,200
"2230","Czech Republic",990,1,0,0,2,13.8,70
"2231","Poland",990,2,0,0,4,20.8,60
"2232","Austria",1005,12,0,0,1,25.9,135
"2233","Poland",260,14,0,0,1,17.6,55
"2234","Czech Republic",703,2,6,0,2,12.8,135
"2235","Northwest Russia",165,11,0,0,1,16.8,96
"2236","Sweden",871,15,0,0,1,25.4,114
"2237","Germany",610,11,0,0,1,18.6,80
"2238","Greece",2450,2,0,0,4,17,450
"2239","Slovakia",896,12,0,0,2,16.4,105
"2240","Italy",1232,26,0,0,2,30.7,145
"2241","Austria",900,1,0,0,1,44,100
"2242","Austria",688,12,0,0,1,47.2,158
"2243","Austria",780,1,0,0,1,44.44,125
"2244","Montenegro",1385,12,0,0,1,21.9,227
"2245","Poland",408,18,0,0,1,17.2,78
"2246","Germany",480,7,0,2,2,21.28,85
"2247","Hungary",393,1,0,0,1,17,28
"2248","Austria",1039,1,6,0,2,45.24,120
"2249","Austria",720,1,0,0,1,46.5,50
"2250","Switzerland",1025,1,0,0,1,45,88
"2251","Austria",900,1,0,0,1,24,100
"2252","Switzerland",1359,22,0,0,2,30,327
"2253","Sweden",260,5,3,0,2,19,68
"2254","France",1600,2,0,0,2,15,300
"2255","Germany",1000,1,0,0,3,14,300
"2256","Slovenia",665,4,2,0,2,9,40
"2257","Finland",55,15,0,0,3,33,50
"2258","Switzerland",1046,2,0,0,2,19,281
"2259","Austria",810,15,0,0,2,18,60
"2260","Germany",786,2,0,0,2,12,119
"2261","Switzerland",1445,12,0,0,2,21,112
"2262","Germany",1060,25,0,0,3,21,120
"2263","Czech Republic",900,24,0,0,4,18,120
"2264","Switzerland",1080,17,0,0,2,25,230
"2265","France",1313,2,0,0,3,17.5,163
"2266","Switzerland",1924,15,0,0,2,33,160
"2267","Austria",900,1,0,0,2,18.5,140
"2268","Finland",160,16,0,0,2,27,50
"2269","Austria",1250,1,0,0,3,24,200
"2270","Germany",455,1,0,0,2,16,135
"2271","Switzerland",1056,1,0,0,3,30,174
"2272","Germany",1000,15,0,0,2,16,200
"2273","Denmark",110,5,0,2,2,19,38
"2274","Slovakia",1035,12,0,0,3,14,95
"2275","Slovakia",640,1,0,0,3,15,100
"2276","Slovakia",780,0,15,0,4,15.8,130
"2277","United Kingdom",23,3,1,1,2,35.8,10
"2278","Czech Republic",830,2,4,0,2,14,85
"2279","France",973,1,0,0,2,13.8,220
"2280","Poland",300,11,0,0,3,16.4,70
"2281","Poland",350,14,0,0,5,17.6,75
"2282","Austria",759,14,0,0,3,17.76,109
"2283","Switzerland",1025,1,0,0,2,16,75
"2284","Germany",528,6,0,0,1,18,85
"2285","Germany",970,8,0,0,1,19,70
"2286","Poland",420,8,0,0,1,16,135
"2287","Austria",1780,9,0,0,1,20,130
"2288","Austria",787,1,0,0,2,17,37
"2289","Germany",605,6,0,0,1,20,155
"2290","Slovakia",616,6,0,0,1,11,80
"2291","Italy",1395,8,0,0,1,20,168
"2292","Slovenia",571,1,3,0,1,13,81
"2293","Austria",1317,8,0,0,1,10,117
"2294","Germany",765,6,0,0,1,9,48
"2295","Bosnia and Herzegovina",795,1,0,0,2,9,115
"2296","Germany",1194,4,1,0,2,31,86
"2297","Germany",740,6,0,0,1,15,85
"2298","Austria",986,6,0,2,2,12,186
"2299","Norway",130,7,0,0,1,13,125
"2300","Germany",969,7,0,0,1,11,72
"2301","Austria",1000,1,0,0,2,22,100
"2302","Austria",840,1,0,0,2,10,170
"2303","Poland",786,19,0,0,2,15,89
"2304","Germany",820,8,0,0,1,22,80
"2305","Austria",1217,6,0,0,1,30.5,40
"2306","Germany",885,18,2,0,4,17,85
"2307","Austria",1250,6,0,0,1,16,80
"2308","Norway",930,8,0,0,1,35,140
"2309","Czech Republic",740,8,0,0,1,11,150
"2310","Norway",271,8,0,0,1,15,131
"2311","Germany",621,6,0,0,2,17,43
"2312","Austria",1004,1,0,0,2,17,64
"2313","France",1812,25,0,0,5,21.5,107
"2314","Germany",740,7,0,0,1,22,110
"2315","Germany",865,3,2,0,1,10,75
"2316","Germany",800,2,0,0,2,17,150
"2317","Norway",288,0,8,0,1,17,150
"2318","Germany",1000,8,0,0,1,18,100
"2319","Germany",885,6,0,0,1,18,82
"2320","Switzerland",1250,7,0,0,1,23,100
"2321","Germany",780,6,0,0,1,14,120
"2322","Switzerland",905,8,0,0,1,24,145
"2323","Italy",1507,8,0,0,2,18,107
"2324","Sweden",127,9,0,0,2,12,84
"2325","Sweden",369,8,0,0,1,14,120
"2326","Germany",714,7,0,0,1,10,76
"2327","Austria",1145,6,0,0,1,9,85
"2328","Slovakia",902,9,0,0,2,17,92
"2329","Austria",1300,0,17,0,2,17,200
"2330","Germany",940,1,0,0,2,18,40
"2331","Germany",665,7,0,0,1,12,150
"2332","Czech Republic",578,6,0,0,1,15,92
"2333","Germany",775,8,0,0,2,18,94
"2334","Germany",920,11,0,0,2,14,120
"2335","Austria",1585,0,7,0,1,10,190
"2336","Germany",948,0,14,0,3,15,298
"2337","Austria",878,7,0,0,1,24,54
"2338","Slovakia",648,0,9,0,1,21,190
"2339","Belgium",530,6,0,0,1,12,65
"2340","Germany",776,0,8,0,1,14,94
"2341","Italy",1404,8,0,0,1,17,169
"2342","Norway",282,0,7,0,1,18,179
"2343","Czech Republic",680,6,0,0,1,11,140
"2344","Austria",1275,6,0,0,1,14,90
"2345","Poland",723,6,0,0,1,18,83
"2346","Norway",302,8,0,0,1,17,98
"2347","Czech Republic",610,6,0,0,1,11,100
"2348","Germany",825,15,0,0,2,16,117
"2349","Czech Republic",670,8,0,0,1,10,70
"2350","Sweden",425,15,0,0,2,10,100
"2351","Germany",730,14,0,0,2,17,130
"2352","Germany",902,7,0,0,2,13,54
"2353","France",1152,0,6,0,1,11,162
"2354","Norway",250,6,0,0,1,18,80
"2355","Austria",1212,3,2,0,1,10,132
"2356","France",1041,6,0,0,1,5,41
"2357","Germany",740,8,0,0,1,16,130
"2358","Germany",705,6,0,0,1,15,72
"2359","Finland",155,7,0,0,1,20,53
"2360","Czech Republic",720,2,2,0,4,13,40
"2361","Czech Republic",793,8,0,0,1,16,88
"2362","Switzerland",1125,1,0,0,2,17,38
"2363","Austria",580,8,0,0,1,14,70
"2364","Sweden",490,7,0,0,1,14,35
"2365","Switzerland",910,1,0,0,2,21,70
"2366","Germany",510,7,0,0,1,12,60
"2367","Switzerland",1346,1,0,0,2,28,158
"2368","Germany",1080,0,6,0,1,18,110
"2369","Czech Republic",537,6,0,0,1,8,90
"2370","Germany",999,11,0,0,2,11,62
"2371","Germany",1100,0,8,0,1,18,155
"2372","Czech Republic",700,7,0,0,2,10,70
"2373","France",1200,6,0,0,2,6.5,39
"2374","Germany",690,6,0,0,1,28,80
"2375","Germany",748,3,2,0,1,14.6,52
